"","surface","name","value","category","value.resc","category.focal"
"1147","urban.water.agric.beach.opend","Feature6",156.137831651818,"opend",-1068.75028951278,"beach"
"1148","urban.water.beach.scrub.fixed","Feature1",1,"all_else",-1470.65760698832,"beach"
"1149","urban.water.beach.scrub.fixed","Feature2",201.924353322015,"urban",-1269.7332536663,"beach"
"1150","urban.water.beach.scrub.fixed","Feature3",825.029418475444,"water",-646.628188512876,"beach"
"1151","urban.water.beach.scrub.fixed","Feature4",1471.65760698832,"beach",0,"beach"
"1152","urban.water.beach.scrub.fixed","Feature5",593.701070088276,"scrub",-877.956536900044,"beach"
"1153","urban.water.beach.scrub.fixed","Feature6",2500,"trees",1028.34239301168,"beach"
"1154","urban.water.beach.scrub.opend","Feature1",1.00000000000045,"all_else",-457.94691681784,"beach"
"1155","urban.water.beach.scrub.opend","Feature2",5.44940788708118,"urban",-453.497508930759,"beach"
"1156","urban.water.beach.scrub.opend","Feature3",2329.51258488373,"water",1870.56566806589,"beach"
"1157","urban.water.beach.scrub.opend","Feature4",458.94691681784,"beach",0,"beach"
"1158","urban.water.beach.scrub.opend","Feature5",2500,"scrub",2041.05308318216,"beach"
"1159","urban.water.beach.scrub.opend","Feature6",1870.00319948424,"opend",1411.0562826664,"beach"
"1160","urban.water.beach.fixed.opend","Feature1",1,"all_else",-2107.93048673413,"beach"
"1161","urban.water.beach.fixed.opend","Feature2",1181.73577703306,"urban",-927.19470970107,"beach"
"1162","urban.water.beach.fixed.opend","Feature3",1274.59015265839,"water",-834.34033407574,"beach"
"1163","urban.water.beach.fixed.opend","Feature4",2108.93048673413,"beach",0,"beach"
"1164","urban.water.beach.fixed.opend","Feature5",2500,"trees",391.06951326587,"beach"
"1165","urban.water.beach.fixed.opend","Feature6",1884.62449361147,"opend",-224.30599312266,"beach"
"1166","urban.agric.beach.scrub.fixed","Feature1",2.50918394098335,"all_else",-547.120748650497,"beach"
"1167","urban.agric.beach.scrub.fixed","Feature2",1,"urban",-548.62993259148,"beach"
"1168","urban.agric.beach.scrub.fixed","Feature3",2500,"agric",1950.37006740852,"beach"
"1169","urban.agric.beach.scrub.fixed","Feature4",549.62993259148,"beach",0,"beach"
"1170","urban.agric.beach.scrub.fixed","Feature5",638.384794712088,"scrub",88.754862120608,"beach"
"1171","urban.agric.beach.scrub.fixed","Feature6",2187.85437578478,"trees",1638.2244431933,"beach"
"1172","urban.agric.beach.scrub.opend","Feature1",1,"all_else",-702.854746499955,"beach"
"1173","urban.agric.beach.scrub.opend","Feature2",17.1255354028995,"urban",-686.729211097056,"beach"
"1174","urban.agric.beach.scrub.opend","Feature3",461.023853325201,"agric",-242.830893174754,"beach"
"1175","urban.agric.beach.scrub.opend","Feature4",703.854746499955,"beach",0,"beach"
"1176","urban.agric.beach.scrub.opend","Feature5",2500,"scrub",1796.14525350004,"beach"
"1177","urban.agric.beach.scrub.opend","Feature6",1594.29037925305,"opend",890.435632753095,"beach"
"1178","urban.agric.beach.fixed.opend","Feature1",1,"all_else",-2134.03354628163,"beach"
"1179","urban.agric.beach.fixed.opend","Feature2",2000.93340252196,"urban",-134.10014375967,"beach"
"1180","urban.agric.beach.fixed.opend","Feature3",4.72853349705611,"agric",-2130.30501278457,"beach"
"1181","urban.agric.beach.fixed.opend","Feature4",2135.03354628163,"beach",0,"beach"
"1182","urban.agric.beach.fixed.opend","Feature5",1624.04600230448,"trees",-510.98754397715,"beach"
"1183","urban.agric.beach.fixed.opend","Feature6",2500,"opend",364.96645371837,"beach"
"1184","urban.beach.scrub.fixed.opend","Feature1",1,"all_else",-1949.73706619572,"beach"
"1185","urban.beach.scrub.fixed.opend","Feature2",482.736512936202,"urban",-1468.00055325952,"beach"
"1186","urban.beach.scrub.fixed.opend","Feature3",1950.73706619572,"beach",0,"beach"
"1187","urban.beach.scrub.fixed.opend","Feature4",320.114607966026,"scrub",-1630.62245822969,"beach"
"1188","urban.beach.scrub.fixed.opend","Feature5",2500,"trees",549.26293380428,"beach"
"1189","urban.beach.scrub.fixed.opend","Feature6",2230.75676478382,"opend",280.0196985881,"beach"
"1190","water.agric.beach.scrub.fixed","Feature1",1,"all_else",-266.652471816495,"beach"
"1191","water.agric.beach.scrub.fixed","Feature2",126.51383406969,"water",-141.138637746805,"beach"
"1192","water.agric.beach.scrub.fixed","Feature3",2500,"agric",2232.3475281835,"beach"
"1193","water.agric.beach.scrub.fixed","Feature4",267.652471816495,"beach",0,"beach"
"1194","water.agric.beach.scrub.fixed","Feature5",692.786399628881,"scrub",425.133927812386,"beach"
"1195","water.agric.beach.scrub.fixed","Feature6",2381.54290914878,"trees",2113.89043733228,"beach"
"1196","water.agric.beach.scrub.opend","Feature1",1,"all_else",-679.363895919539,"beach"
"1197","water.agric.beach.scrub.opend","Feature2",1277.82482235575,"water",597.460926436211,"beach"
"1198","water.agric.beach.scrub.opend","Feature3",460.592486484313,"agric",-219.771409435226,"beach"
"1199","water.agric.beach.scrub.opend","Feature4",680.363895919539,"beach",0,"beach"
"1200","water.agric.beach.scrub.opend","Feature5",2500,"scrub",1819.63610408046,"beach"
"1201","water.agric.beach.scrub.opend","Feature6",1476.90642376543,"opend",796.542527845891,"beach"
"1202","water.agric.beach.fixed.opend","Feature1",1.81569951835991,"all_else",0.81569951835991,"beach"
"1203","water.agric.beach.fixed.opend","Feature2",2500,"water",2499,"beach"
"1204","water.agric.beach.fixed.opend","Feature3",247.417807248912,"agric",246.417807248912,"beach"
"1205","water.agric.beach.fixed.opend","Feature4",1,"beach",0,"beach"
"1206","water.agric.beach.fixed.opend","Feature5",1157.02673142898,"trees",1156.02673142898,"beach"
"1207","water.agric.beach.fixed.opend","Feature6",129.633208602631,"opend",128.633208602631,"beach"
"1208","water.beach.scrub.fixed.opend","Feature1",1,"all_else",-2499,"beach"
"1209","water.beach.scrub.fixed.opend","Feature2",2363.51687439921,"water",-136.48312560079,"beach"
"1210","water.beach.scrub.fixed.opend","Feature3",2500,"beach",0,"beach"
"1211","water.beach.scrub.fixed.opend","Feature4",1720.8277712935,"scrub",-779.1722287065,"beach"
"1212","water.beach.scrub.fixed.opend","Feature5",1092.59566143185,"trees",-1407.40433856815,"beach"
"1213","water.beach.scrub.fixed.opend","Feature6",1770.37921014384,"opend",-729.62078985616,"beach"
"1214","agric.beach.scrub.fixed.opend","Feature1",1,"all_else",-2499,"beach"
"1215","agric.beach.scrub.fixed.opend","Feature2",991.48270051785,"agric",-1508.51729948215,"beach"
"1216","agric.beach.scrub.fixed.opend","Feature3",2500,"beach",0,"beach"
"1217","agric.beach.scrub.fixed.opend","Feature4",2365.07031119851,"scrub",-134.92968880149,"beach"
"1218","agric.beach.scrub.fixed.opend","Feature5",1403.18844249017,"trees",-1096.81155750983,"beach"
"1219","agric.beach.scrub.fixed.opend","Feature6",2362.9976359518,"opend",-137.0023640482,"beach"
"1220","urban.water.agric.beach.scrub.fixed","Feature1",2.07384695627161,"all_else",-2497.92615304373,"beach"
"1221","urban.water.agric.beach.scrub.fixed","Feature2",1,"urban",-2499,"beach"
"1222","urban.water.agric.beach.scrub.fixed","Feature3",118.500566128755,"water",-2381.49943387124,"beach"
"1223","urban.water.agric.beach.scrub.fixed","Feature4",2205.46826427847,"agric",-294.53173572153,"beach"
"1224","urban.water.agric.beach.scrub.fixed","Feature5",2500,"beach",0,"beach"
"1225","urban.water.agric.beach.scrub.fixed","Feature6",599.234689514223,"scrub",-1900.76531048578,"beach"
"1226","urban.water.agric.beach.scrub.fixed","Feature7",2049.23698071361,"trees",-450.76301928639,"beach"
"1227","urban.water.agric.beach.scrub.opend","Feature1",1,"all_else",-1751.49261139797,"beach"
"1228","urban.water.agric.beach.scrub.opend","Feature2",14.1730844293029,"urban",-1738.31952696867,"beach"
"1229","urban.water.agric.beach.scrub.opend","Feature3",2276.3114722496,"water",523.81886085163,"beach"
"1230","urban.water.agric.beach.scrub.opend","Feature4",470.074250966829,"agric",-1282.41836043114,"beach"
"1231","urban.water.agric.beach.scrub.opend","Feature5",1752.49261139797,"beach",0,"beach"
"1232","urban.water.agric.beach.scrub.opend","Feature6",2500,"scrub",747.50738860203,"beach"
"1233","urban.water.agric.beach.scrub.opend","Feature7",1501.08032035868,"opend",-251.41229103929,"beach"
"1234","urban.water.agric.beach.fixed.opend","Feature1",1.37152584223622,"all_else",-825.44756968607,"beach"
"1235","urban.water.agric.beach.fixed.opend","Feature2",20.5779054654977,"urban",-806.241190062808,"beach"
"1236","urban.water.agric.beach.fixed.opend","Feature3",1,"water",-825.819095528306,"beach"
"1237","urban.water.agric.beach.fixed.opend","Feature4",2500,"agric",1673.18090447169,"beach"
"1238","urban.water.agric.beach.fixed.opend","Feature5",826.819095528306,"beach",0,"beach"
"1239","urban.water.agric.beach.fixed.opend","Feature6",1151.09669181226,"trees",324.277596283954,"beach"
"1240","urban.water.agric.beach.fixed.opend","Feature7",692.945169827139,"opend",-133.873925701167,"beach"
"1241","urban.water.beach.scrub.fixed.opend","Feature1",1,"all_else",-1963.08212039874,"beach"
"1242","urban.water.beach.scrub.fixed.opend","Feature2",1001.69071009757,"urban",-962.39141030117,"beach"
"1243","urban.water.beach.scrub.fixed.opend","Feature3",1788.23227850656,"water",-175.84984189218,"beach"
"1244","urban.water.beach.scrub.fixed.opend","Feature4",1964.08212039874,"beach",0,"beach"
"1245","urban.water.beach.scrub.fixed.opend","Feature5",141.58602278472,"scrub",-1822.49609761402,"beach"
"1246","urban.water.beach.scrub.fixed.opend","Feature6",1919.5611866812,"trees",-44.5209337175399,"beach"
"1247","urban.water.beach.scrub.fixed.opend","Feature7",2500,"opend",535.91787960126,"beach"
"1248","urban.agric.beach.scrub.fixed.opend","Feature1",1,"all_else",-0.774460818237,"beach"
"1249","urban.agric.beach.scrub.fixed.opend","Feature2",1432.68788510798,"urban",1430.91342428974,"beach"
"1250","urban.agric.beach.scrub.fixed.opend","Feature3",1360.04802506507,"agric",1358.27356424683,"beach"
"1251","urban.agric.beach.scrub.fixed.opend","Feature4",1.774460818237,"beach",0,"beach"
"1252","urban.agric.beach.scrub.fixed.opend","Feature5",403.962620938356,"scrub",402.188160120119,"beach"
"1253","urban.agric.beach.scrub.fixed.opend","Feature6",2500,"trees",2498.22553918176,"beach"
"1254","urban.agric.beach.scrub.fixed.opend","Feature7",802.959698859604,"opend",801.185238041367,"beach"
"1255","water.agric.beach.scrub.fixed.opend","Feature1",1,"all_else",-2434.40834713049,"beach"
"1256","water.agric.beach.scrub.fixed.opend","Feature2",987.766814085011,"water",-1447.64153304548,"beach"
"1257","water.agric.beach.scrub.fixed.opend","Feature3",462.715187000656,"agric",-1972.69316012983,"beach"
"1258","water.agric.beach.scrub.fixed.opend","Feature4",2435.40834713049,"beach",0,"beach"
"1259","water.agric.beach.scrub.fixed.opend","Feature5",2500,"scrub",64.5916528695102,"beach"
"1260","water.agric.beach.scrub.fixed.opend","Feature6",1213.90868935495,"trees",-1221.49965777554,"beach"
"1261","water.agric.beach.scrub.fixed.opend","Feature7",2161.56540923534,"opend",-273.84293789515,"beach"
"1262","urban.water.agric.beach.scrub.fixed.opend","Feature1",1,"urban",-2048.68575745526,"beach"
"1263","urban.water.agric.beach.scrub.fixed.opend","Feature2",507.688268373746,"water",-1541.99748908151,"beach"
"1264","urban.water.agric.beach.scrub.fixed.opend","Feature3",441.329222011916,"agric",-1608.35653544334,"beach"
"1265","urban.water.agric.beach.scrub.fixed.opend","Feature4",2049.68575745526,"beach",0,"beach"
"1266","urban.water.agric.beach.scrub.fixed.opend","Feature5",2500,"scrub",450.31424254474,"beach"
"1267","urban.water.agric.beach.scrub.fixed.opend","Feature6",1217.22277735467,"trees",-832.46298010059,"beach"
"1268","urban.water.agric.beach.scrub.fixed.opend","Feature7",2188.11824742781,"opend",138.43248997255,"beach"
"1269","urban.scrub","Feature1",1,"all_else",-2276.09401447252,"scrub"
"1270","urban.scrub","Feature2",2500,"urban",222.90598552748,"scrub"
"1271","urban.scrub","Feature3",2277.09401447252,"scrub",0,"scrub"
"1272","water.scrub","Feature1",1.21000039681121,"all_else",-2498.78999960319,"scrub"
"1273","water.scrub","Feature2",1,"water",-2499,"scrub"
"1274","water.scrub","Feature3",2500,"scrub",0,"scrub"
"1275","agric.scrub","Feature1",1,"all_else",-2499,"scrub"
"1276","agric.scrub","Feature2",36.0573450042275,"agric",-2463.94265499577,"scrub"
"1277","agric.scrub","Feature3",2500,"scrub",0,"scrub"
"1278","beach.scrub","Feature1",775.716062566452,"all_else",-1724.28393743355,"scrub"
"1279","beach.scrub","Feature2",1,"beach",-2499,"scrub"
"1280","beach.scrub","Feature3",2500,"scrub",0,"scrub"
"1281","scrub.fixed","Feature1",1,"all_else",-2499,"scrub"
"1282","scrub.fixed","Feature2",2500,"scrub",0,"scrub"
"1283","scrub.fixed","Feature3",2148.00563092934,"trees",-351.99436907066,"scrub"
"1284","scrub.opend","Feature1",1,"all_else",-2499,"scrub"
"1285","scrub.opend","Feature2",2500,"scrub",0,"scrub"
"1286","scrub.opend","Feature3",835.880261060989,"opend",-1664.11973893901,"scrub"
"1287","urban.water.scrub","Feature1",1,"all_else",-2204.34821804812,"scrub"
"1288","urban.water.scrub","Feature2",1609.53265820565,"urban",-595.81555984247,"scrub"
"1289","urban.water.scrub","Feature3",2500,"water",294.65178195188,"scrub"
"1290","urban.water.scrub","Feature4",2205.34821804812,"scrub",0,"scrub"
"1291","urban.agric.scrub","Feature1",1,"all_else",-2499,"scrub"
"1292","urban.agric.scrub","Feature2",1953.42093803003,"urban",-546.57906196997,"scrub"
"1293","urban.agric.scrub","Feature3",23.1095953676454,"agric",-2476.89040463235,"scrub"
"1294","urban.agric.scrub","Feature4",2500,"scrub",0,"scrub"
"1295","urban.beach.scrub","Feature1",1,"all_else",-265.481869765088,"scrub"
"1296","urban.beach.scrub","Feature2",2500,"urban",2233.51813023491,"scrub"
"1297","urban.beach.scrub","Feature3",1699.61710025654,"beach",1433.13523049145,"scrub"
"1298","urban.beach.scrub","Feature4",266.481869765088,"scrub",0,"scrub"
"1299","urban.scrub.fixed","Feature1",1,"all_else",-1292.09042593281,"scrub"
"1300","urban.scrub.fixed","Feature2",27.3989549667276,"urban",-1265.69147096608,"scrub"
"1301","urban.scrub.fixed","Feature3",1293.09042593281,"scrub",0,"scrub"
"1302","urban.scrub.fixed","Feature4",2500,"trees",1206.90957406719,"scrub"
"1303","urban.scrub.opend","Feature1",1,"all_else",-294.299401726591,"scrub"
"1304","urban.scrub.opend","Feature2",2475.83770726186,"urban",2180.53830553527,"scrub"
"1305","urban.scrub.opend","Feature3",295.299401726591,"scrub",0,"scrub"
"1306","urban.scrub.opend","Feature4",2500,"opend",2204.70059827341,"scrub"
"1307","water.agric.scrub","Feature1",1,"all_else",-2499,"scrub"
"1308","water.agric.scrub","Feature2",887.636557279342,"water",-1612.36344272066,"scrub"
"1309","water.agric.scrub","Feature3",30.7958346503519,"agric",-2469.20416534965,"scrub"
"1310","water.agric.scrub","Feature4",2500,"scrub",0,"scrub"
"1311","water.beach.scrub","Feature1",721.278981295289,"all_else",-1778.72101870471,"scrub"
"1312","water.beach.scrub","Feature2",176.880244206719,"water",-2323.11975579328,"scrub"
"1313","water.beach.scrub","Feature3",1,"beach",-2499,"scrub"
"1314","water.beach.scrub","Feature4",2500,"scrub",0,"scrub"
"1315","water.scrub.fixed","Feature1",1,"all_else",-2499,"scrub"
"1316","water.scrub.fixed","Feature2",2361.09251728554,"water",-138.90748271446,"scrub"
"1317","water.scrub.fixed","Feature3",2500,"scrub",0,"scrub"
"1318","water.scrub.fixed","Feature4",2154.47400514854,"trees",-345.52599485146,"scrub"
"1319","water.scrub.opend","Feature1",1,"all_else",-2499,"scrub"
"1320","water.scrub.opend","Feature2",994.64949711799,"water",-1505.35050288201,"scrub"
"1321","water.scrub.opend","Feature3",2500,"scrub",0,"scrub"
"1322","water.scrub.opend","Feature4",988.516304257367,"opend",-1511.48369574263,"scrub"
"1323","agric.beach.scrub","Feature1",3.91928104905355,"all_else",2.91928104905355,"scrub"
"1324","agric.beach.scrub","Feature2",739.313326946172,"agric",738.313326946172,"scrub"
"1325","agric.beach.scrub","Feature3",2500,"beach",2499,"scrub"
"1326","agric.beach.scrub","Feature4",1,"scrub",0,"scrub"
"1327","agric.scrub.fixed","Feature1",1,"all_else",-725.681902826729,"scrub"
"1328","agric.scrub.fixed","Feature2",887.40318707445,"agric",160.721284247721,"scrub"
"1329","agric.scrub.fixed","Feature3",726.681902826729,"scrub",0,"scrub"
"1330","agric.scrub.fixed","Feature4",2500,"trees",1773.31809717327,"scrub"
"1331","agric.scrub.opend","Feature1",1,"all_else",-2499,"scrub"
"1332","agric.scrub.opend","Feature2",259.265410196034,"agric",-2240.73458980397,"scrub"
"1333","agric.scrub.opend","Feature3",2500,"scrub",0,"scrub"
"1334","agric.scrub.opend","Feature4",972.233508814266,"opend",-1527.76649118573,"scrub"
"1335","beach.scrub.fixed","Feature1",1,"all_else",-2499,"scrub"
"1336","beach.scrub.fixed","Feature2",89.0863886628304,"beach",-2410.91361133717,"scrub"
"1337","beach.scrub.fixed","Feature3",2500,"scrub",0,"scrub"
"1338","beach.scrub.fixed","Feature4",2447.96765168217,"trees",-52.0323483178299,"scrub"
"1339","beach.scrub.opend","Feature1",0.999999999999545,"all_else",-427.577391535077,"scrub"
"1340","beach.scrub.opend","Feature2",2500,"beach",2071.42260846492,"scrub"
"1341","beach.scrub.opend","Feature3",428.577391535077,"scrub",0,"scrub"
"1342","beach.scrub.opend","Feature4",315.191376302952,"opend",-113.386015232125,"scrub"
"1343","scrub.fixed.opend","Feature1",1,"all_else",-2499,"scrub"
"1344","scrub.fixed.opend","Feature2",2500,"scrub",0,"scrub"
"1345","scrub.fixed.opend","Feature3",225.531297451662,"trees",-2274.46870254834,"scrub"
"1346","scrub.fixed.opend","Feature4",923.053664044703,"opend",-1576.9463359553,"scrub"
"1347","urban.water.agric.scrub","Feature1",1,"all_else",-1756.48177792734,"scrub"
"1348","urban.water.agric.scrub","Feature2",2500,"urban",742.51822207266,"scrub"
"1349","urban.water.agric.scrub","Feature3",1532.47123833251,"water",-225.01053959483,"scrub"
"1350","urban.water.agric.scrub","Feature4",13.1469985485492,"agric",-1744.33477937879,"scrub"
"1351","urban.water.agric.scrub","Feature5",1757.48177792734,"scrub",0,"scrub"
"1352","urban.water.beach.scrub","Feature1",1,"all_else",-171.286889389619,"scrub"
"1353","urban.water.beach.scrub","Feature2",2500,"urban",2327.71311061038,"scrub"
"1354","urban.water.beach.scrub","Feature3",1236.00915036279,"water",1063.72226097317,"scrub"
"1355","urban.water.beach.scrub","Feature4",2437.91497533916,"beach",2265.62808594954,"scrub"
"1356","urban.water.beach.scrub","Feature5",172.286889389619,"scrub",0,"scrub"
"1357","urban.water.scrub.fixed","Feature1",1,"all_else",-1554.61100725746,"scrub"
"1358","urban.water.scrub.fixed","Feature2",63.613034562492,"urban",-1491.99797269497,"scrub"
"1359","urban.water.scrub.fixed","Feature3",2345.59455180386,"water",789.9835445464,"scrub"
"1360","urban.water.scrub.fixed","Feature4",1555.61100725746,"scrub",0,"scrub"
"1361","urban.water.scrub.fixed","Feature5",2500,"trees",944.38899274254,"scrub"
"1362","urban.water.scrub.opend","Feature1",0.999999999999545,"all_else",-2499,"scrub"
"1363","urban.water.scrub.opend","Feature2",41.6313017155462,"urban",-2458.36869828445,"scrub"
"1364","urban.water.scrub.opend","Feature3",1080.26985308992,"water",-1419.73014691008,"scrub"
"1365","urban.water.scrub.opend","Feature4",2500,"scrub",0,"scrub"
"1366","urban.water.scrub.opend","Feature5",985.851503428328,"opend",-1514.14849657167,"scrub"
"1367","urban.agric.beach.scrub","Feature1",2.04441519928469,"all_else",-1755.77621683137,"scrub"
"1368","urban.agric.beach.scrub","Feature2",2500,"urban",742.17936796935,"scrub"
"1369","urban.agric.beach.scrub","Feature3",32.7723151613932,"agric",-1725.04831686926,"scrub"
"1370","urban.agric.beach.scrub","Feature4",1,"beach",-1756.82063203065,"scrub"
"1371","urban.agric.beach.scrub","Feature5",1757.82063203065,"scrub",0,"scrub"
"1372","urban.agric.scrub.fixed","Feature1",2.33942977760762,"all_else",-402.780444993347,"scrub"
"1373","urban.agric.scrub.fixed","Feature2",1,"urban",-404.119874770955,"scrub"
"1374","urban.agric.scrub.fixed","Feature3",2500,"agric",2094.88012522905,"scrub"
"1375","urban.agric.scrub.fixed","Feature4",405.119874770955,"scrub",0,"scrub"
"1376","urban.agric.scrub.fixed","Feature5",1386.76610458037,"trees",981.646229809415,"scrub"
"1377","urban.agric.scrub.opend","Feature1",1,"all_else",-2499,"scrub"
"1378","urban.agric.scrub.opend","Feature2",46.0576675281877,"urban",-2453.94233247181,"scrub"
"1379","urban.agric.scrub.opend","Feature3",230.020145882286,"agric",-2269.97985411771,"scrub"
"1380","urban.agric.scrub.opend","Feature4",2500,"scrub",0,"scrub"
"1381","urban.agric.scrub.opend","Feature5",987.500837646583,"opend",-1512.49916235342,"scrub"
"1382","urban.beach.scrub.fixed","Feature1",1,"all_else",-2499,"scrub"
"1383","urban.beach.scrub.fixed","Feature2",83.5223236736733,"urban",-2416.47767632633,"scrub"
"1384","urban.beach.scrub.fixed","Feature3",778.957766593703,"beach",-1721.0422334063,"scrub"
"1385","urban.beach.scrub.fixed","Feature4",2500,"scrub",0,"scrub"
"1386","urban.beach.scrub.fixed","Feature5",1090.30042675922,"trees",-1409.69957324078,"scrub"
"1387","urban.beach.scrub.opend","Feature1",1,"all_else",-53.7799001820476,"scrub"
"1388","urban.beach.scrub.opend","Feature2",2500,"urban",2445.22009981795,"scrub"
"1389","urban.beach.scrub.opend","Feature3",568.204780743226,"beach",513.424880561178,"scrub"
"1390","urban.beach.scrub.opend","Feature4",54.7799001820476,"scrub",0,"scrub"
"1391","urban.beach.scrub.opend","Feature5",1091.55238105857,"opend",1036.77248087652,"scrub"
"1392","urban.scrub.fixed.opend","Feature1",1,"all_else",-2499,"scrub"
"1393","urban.scrub.fixed.opend","Feature2",1019.48666658788,"urban",-1480.51333341212,"scrub"
"1394","urban.scrub.fixed.opend","Feature3",2500,"scrub",0,"scrub"
"1395","urban.scrub.fixed.opend","Feature4",49.459603272453,"trees",-2450.54039672755,"scrub"
"1396","urban.scrub.fixed.opend","Feature5",126.244511511363,"opend",-2373.75548848864,"scrub"
"1397","water.agric.beach.scrub","Feature1",277.326740452663,"all_else",-2222.67325954734,"scrub"
"1398","water.agric.beach.scrub","Feature2",117.109186335214,"water",-2382.89081366479,"scrub"
"1399","water.agric.beach.scrub","Feature3",166.670189082061,"agric",-2333.32981091794,"scrub"
"1400","water.agric.beach.scrub","Feature4",1,"beach",-2499,"scrub"
"1401","water.agric.beach.scrub","Feature5",2500,"scrub",0,"scrub"
"1402","water.agric.scrub.fixed","Feature1",1,"all_else",-677.320070425339,"scrub"
"1403","water.agric.scrub.fixed","Feature2",172.241208932142,"water",-506.078861493197,"scrub"
"1404","water.agric.scrub.fixed","Feature3",2500,"agric",1821.67992957466,"scrub"
"1405","water.agric.scrub.fixed","Feature4",678.320070425339,"scrub",0,"scrub"
"1406","water.agric.scrub.fixed","Feature5",2339.65909434904,"trees",1661.3390239237,"scrub"
"1407","water.agric.scrub.opend","Feature1",1,"all_else",-2499,"scrub"
"1408","water.agric.scrub.opend","Feature2",828.841793487216,"water",-1671.15820651278,"scrub"
"1409","water.agric.scrub.opend","Feature3",365.510263753712,"agric",-2134.48973624629,"scrub"
"1410","water.agric.scrub.opend","Feature4",2500,"scrub",0,"scrub"
"1411","water.agric.scrub.opend","Feature5",980.881359202888,"opend",-1519.11864079711,"scrub"
"1412","water.beach.scrub.fixed","Feature1",1,"all_else",-2260.40038924229,"scrub"
"1413","water.beach.scrub.fixed","Feature2",2132.4884242467,"water",-128.91196499559,"scrub"
"1414","water.beach.scrub.fixed","Feature3",34.8925423768619,"beach",-2226.50784686543,"scrub"
"1415","water.beach.scrub.fixed","Feature4",2261.40038924229,"scrub",0,"scrub"
"1416","water.beach.scrub.fixed","Feature5",2500,"trees",238.59961075771,"scrub"
"1417","water.beach.scrub.opend","Feature1",1,"all_else",-702.484822794328,"scrub"
"1418","water.beach.scrub.opend","Feature2",2500,"water",1796.51517720567,"scrub"
"1419","water.beach.scrub.opend","Feature3",131.307828646577,"beach",-572.176994147751,"scrub"
"1420","water.beach.scrub.opend","Feature4",703.484822794328,"scrub",0,"scrub"
"1421","water.beach.scrub.opend","Feature5",524.613415444482,"opend",-178.871407349846,"scrub"
"1422","water.scrub.fixed.opend","Feature1",1,"all_else",-2499,"scrub"
"1423","water.scrub.fixed.opend","Feature2",564.066472724142,"water",-1935.93352727586,"scrub"
"1424","water.scrub.fixed.opend","Feature3",2500,"scrub",0,"scrub"
"1425","water.scrub.fixed.opend","Feature4",109.075763948432,"trees",-2390.92423605157,"scrub"
"1426","water.scrub.fixed.opend","Feature5",911.19246342673,"opend",-1588.80753657327,"scrub"
"1427","agric.beach.scrub.fixed","Feature1",1,"all_else",-687.016116706402,"scrub"
"1428","agric.beach.scrub.fixed","Feature2",2500,"agric",1811.9838832936,"scrub"
"1429","agric.beach.scrub.fixed","Feature3",1668.78073348278,"beach",980.764616776378,"scrub"
"1430","agric.beach.scrub.fixed","Feature4",688.016116706402,"scrub",0,"scrub"
"1431","agric.beach.scrub.fixed","Feature5",2369.10039050868,"trees",1681.08427380228,"scrub"
"1432","agric.beach.scrub.opend","Feature1",1,"all_else",-2499,"scrub"
"1433","agric.beach.scrub.opend","Feature2",468.217410655451,"agric",-2031.78258934455,"scrub"
"1434","agric.beach.scrub.opend","Feature3",685.941419807941,"beach",-1814.05858019206,"scrub"
"1435","agric.beach.scrub.opend","Feature4",2500,"scrub",0,"scrub"
"1436","agric.beach.scrub.opend","Feature5",1524.11113862599,"opend",-975.88886137401,"scrub"
"1437","agric.scrub.fixed.opend","Feature1",1,"all_else",-1003.10262263251,"scrub"
"1438","agric.scrub.fixed.opend","Feature2",2500,"agric",1495.89737736749,"scrub"
"1439","agric.scrub.fixed.opend","Feature3",1004.10262263251,"scrub",0,"scrub"
"1440","agric.scrub.fixed.opend","Feature4",2357.53427506378,"trees",1353.43165243127,"scrub"
"1441","agric.scrub.fixed.opend","Feature5",313.842390034289,"opend",-690.260232598221,"scrub"
"1442","beach.scrub.fixed.opend","Feature1",1,"all_else",-1525.3636431723,"scrub"
"1443","beach.scrub.fixed.opend","Feature2",2500,"beach",973.6363568277,"scrub"
"1444","beach.scrub.fixed.opend","Feature3",1526.3636431723,"scrub",0,"scrub"
"1445","beach.scrub.fixed.opend","Feature4",1018.98743305358,"trees",-507.37621011872,"scrub"
"1446","beach.scrub.fixed.opend","Feature5",1824.16741515413,"opend",297.80377198183,"scrub"
"1447","urban.water.agric.beach.scrub","Feature1",1,"all_else",-2499,"scrub"
"1448","urban.water.agric.beach.scrub","Feature2",2037.89081756464,"urban",-462.10918243536,"scrub"
"1449","urban.water.agric.beach.scrub","Feature3",585.495292059341,"water",-1914.50470794066,"scrub"
"1450","urban.water.agric.beach.scrub","Feature4",2148.34991365125,"agric",-351.65008634875,"scrub"
"1451","urban.water.agric.beach.scrub","Feature5",229.920135235741,"beach",-2270.07986476426,"scrub"
"1452","urban.water.agric.beach.scrub","Feature6",2500,"scrub",0,"scrub"
"1453","urban.water.agric.scrub.fixed","Feature1",1,"all_else",-629.929253894173,"scrub"
"1454","urban.water.agric.scrub.fixed","Feature2",3.81457706979381,"urban",-627.114676824379,"scrub"
"1455","urban.water.agric.scrub.fixed","Feature3",79.7931933179202,"water",-551.136060576253,"scrub"
"1456","urban.water.agric.scrub.fixed","Feature4",2500,"agric",1869.07074610583,"scrub"
"1457","urban.water.agric.scrub.fixed","Feature5",630.929253894173,"scrub",0,"scrub"
